Fecha,Nombre_hospital,Institucion,Estatus_capacidad_hospitalaria,Estatus_capacidad_UCI,Coordenadas
2020-04-24,HOSPITAL DIOMED,PRIVADOS,Buena,Buena,"19.401376,-99.205282"
2020-04-24,HOSPITAL ÁNGELES METROPOLITANO,PRIVADOS,Crítica,Media,"19.407125,-99.167048"
2020-04-24,HOSPITAL GENERAL BALBUENA,SEDESA,,,"19.424195,-99.115412"
2020-04-24,HOSPITAL GENERAL XOCO,SEDESA,,,"19.360313,-99.162275"
2020-04-24,CLÍNICA HOSPITAL EMILIANO ZAPATA,SEDESA,,,"19.339225,-98.978282"
2020-04-24,HOSPITAL GENERAL VILLA,SEDESA,,,"19.480079,-99.103353"
2020-04-24,HOSPITAL PEDIÁTRICO IZTACALCO,SEDESA,,,"19.402722,-99.117628"
2020-04-24,HOSPITAL GENERAL AJUSCO MEDIO,SEDESA,,,"19.272165,-99.207846"
2020-04-24,HOSPITAL PEDIÁTRICO TACUBAYA,SEDESA,,,"19.402594,-99.19099"
2020-04-24,HOSPITAL MATERNO INFANTIL TLÁHUAC,SEDESA,,,"19.265167,-98.998"
2020-04-24,HOSPITAL PEDIÁTRICO PERALVILLO,SEDESA,,,"19.45961,-99.141249"
2020-04-24,HOSPITAL GENERAL GREGORIO SALAS,SEDESA,,,"19.437705,-99.129572"
2020-04-24,HOSPITAL PEDIÁTRICO IZTAPALAPA,SEDESA,,,"19.356711,-99.107652"
2020-04-25,INER,SSA,Buena,Media,"19.291375,-99.158653"
2020-04-25,GENERAL TLAHUAC,SEDESA,Buena,Buena,"19.287492,-99.052665"
2020-04-25,CITIBANAMEX,SEDESA,,,"19.439732,-99.224235"
2020-04-25,HOSPITAL DE PEDIATRIA 01 CMN SIGLO XXI (CDMX SUR),IMSS,Buena,Buena,"19.407531,-99.151986"
2020-04-25,HOSPITAL GENERAL DE ZONA 27 (CDMX NORTE),IMSS,Buena,Buena,"19.454776,-99.140007"
2020-04-25,HOSPITAL GENERAL DE ZONA C/UMAA 48 (CDMX NORTE),IMSS,Buena,Media,"19.482375,-99.213046"
2020-04-25,HOSPITAL GENERAL 02 (CDMX SUR) VILLA COAPA (COY.),IMSS,Buena,Media,"19.309194,-99.129593"
2020-04-25,HOSPITAL GENERAL DE ZONA 194,IMSS,Buena,Buena,"19.4703,-99.234208"
2020-04-25,HOSPITAL GENERAL DE ZONA 57 (LA QUEBRADA),IMSS,Buena,Crítica,"19.597387,-99.188426"
2020-04-25,HOSPITAL GENERAL DE ZONA 68 (TULPETLAC),IMSS,Buena,Crítica,"19.57007,-99.044009"
2020-04-25,HOSPITAL GENERAL DE ZONA 76 (XALOSTOC),IMSS,Buena,Media,"19.526677,-99.082058"
2020-04-25,HOSPITAL GENERAL DE ZONA 98 (COACALCO),IMSS,Buena,Buena,"19.638165,-99.098892"
2020-04-25,CENTRO MEDICO 20 DE NOVIEMBRE,ISSSTE,Media,Media,"19.37272,-99.171205"
2020-04-25,HR PRIMERO DE OCTUBRE,ISSSTE,Media,Media,"19.486751,-99.133249"
2020-04-25,HR LIC. ADOLFO LÓPEZ MATEOS,ISSSTE,Buena,Buena,"19.358451,-99.172716"
2020-04-25,HOSPITAL CENTRAL MILITAR,SEDENA,,,"19.437367,-99.216057"
2020-04-25,"HOSPITAL MILITAR DE ZONA, CAMPO NO. 1-A",SEDENA,,,"19.457977,-99.227768"
2020-04-25,"8/O. REGIMIENTO MECANIZADO, ALMOLOYA DE JUÁREZ",SEDENA,,,"19.403838,-99.742294"
2020-04-25,HOSPITAL ÁNGELES MOCEL,PRIVADOS,Media,Crítica,"19.410855,-99.184695"
2020-04-25,HOSPITAL SEDNA,PRIVADOS,Buena,Media,"19.303354,-99.17422"
2020-04-25,HOSPITAL ÁNGELES ROMA (SANTELENA),PRIVADOS,Media,Buena,"19.415093,-99.157032"
2020-04-25,CENTRO MÉDICO ABC CAMPUS OBSERVATORIO,PRIVADOS,Crítica,Crítica,"19.400754,-99.204033"
2020-04-25,HOSPITAL SAN ÁNGEL INN CHAPULTEPEC,PRIVADOS,Buena,Media,"19.421896,-99.172987"
2020-04-25,HOSPITAL SAN ÁNGEL INN PATRIOTISMO,PRIVADOS,Buena,Buena,"19.376412,-99.186388"
2020-04-25,CENTRO DE ATENCIÓN MÉDICA INTEGRAL (HOSPITAL CAMI),PRIVADOS,Buena,Buena,"19.424002,-99.10506"
2020-04-25,HOSPITAL ÁNGELES LOMAS,PRIVADOS,,,"19.394636,-99.282021"
2020-04-25,HOSPITAL GENERAL VILLA,SEDESA,,,"19.480079,-99.103353"
2020-04-25,HOSPITAL MATERNO INFANTIL TOPILEJO,SEDESA,,,"19.199206,-99.140064"
2020-04-25,HOSPITAL TORRE MÉDICA TEPEPAN,SEDESA,,,"19.275556,-99.144313"
2020-04-25,HOSPITAL PEDIÁTRICO PERALVILLO,SEDESA,,,"19.45961,-99.141249"
2020-04-25,HOSPITAL PEDIÁTRICO IZTAPALAPA,SEDESA,,,"19.356711,-99.107652"
2020-04-26,HOSPITAL GENERAL DR. MANUEL GEA GONZÁLEZ,SSA,Crítica,Crítica,"19.290295,-99.160861"
2020-04-26,GENERAL TLAHUAC,SEDESA,Media,Buena,"19.287492,-99.052665"
2020-04-26,CITIBANAMEX,SEDESA,,,"19.439732,-99.224235"
2020-04-26,HOSPITAL GENERAL DE ZONA 01 CARLOS MC GREGOR (CDMX SUR),IMSS,Media,Buena,"19.3696537,-99.1558374"
2020-04-26,HOSPITAL GENERAL DE ZONA 2A (CDMX SUR),IMSS,Buena,Buena,"19.405495,-99.1122"
2020-04-26,HOSPITAL GENERAL DE ZONA 30 (CDMX SUR),IMSS,Buena,Buena,"19.398836,-99.116913"
2020-04-26,HOSPITAL GENERAL DE ZONA 76 (XALOSTOC),IMSS,Buena,Buena,"19.526677,-99.082058"
2020-04-26,HG JOSE MARIA MORELOS,ISSSTE,Crítica,Media,"19.363918,-98.995393"
2020-04-26,HG TACUBA,ISSSTE,Buena,Media,"19.454384,-99.191231"
2020-04-26,HR BICENTENARIO DE LA INDEPENDENCIA,ISSSTE,Media,Media,"19.628814,-99.163343"
2020-04-26,"HOSPITAL MILITAR DE ZONA, CAMPO NO. 1-A",SEDENA,,,"19.457977,-99.227768"
2020-04-26,"CAMPO MIL. NO. 1-A,  6/O GRUPO DE MORTEROS",SEDENA,,,"19.449179,-99.232137"
2020-04-26,HOSPITAL REGIONAL TLALNEPANTLA ISSEMYM,EDOMEX,Media,Media,"19.521706,-99.187341"
2020-04-26,CENTRO MÉDICO TOLUCA ISSEMYM,EDOMEX,Buena,Buena,"19.286062,-99.585976"
2020-04-26,CENTRO MÉDICO ADOLFO LÓPEZ MATEOS,EDOMEX,Media,Media,"19.320789,-99.633339"
2020-04-26,MÉDICA SUR,PRIVADOS,Buena,Crítica,"19.31244,-99.22124"
2020-04-26,NUEVO SANATORIO DURANGO,PRIVADOS,Media,Media,"19.418658,-99.17126"
2020-04-26,HOSPITAL ÁNGELES ROMA (SANTELENA),PRIVADOS,Media,Buena,"19.415093,-99.157032"
2020-04-26,CENTRO MÉDICO ABC CAMPUS OBSERVATORIO,PRIVADOS,Crítica,Crítica,"19.400754,-99.204033"
2020-04-26,CENTRO DE ATENCIÓN MÉDICA INTEGRAL (HOSPITAL CAMI),PRIVADOS,Buena,Buena,"19.424002,-99.10506"
2020-04-26,CENTRO MÉDICO DALINDE,PRIVADOS,Media,Media,"19.40526,-99.168017"
2020-04-26,HOSPITAL ÁNGELES LOMAS,PRIVADOS,,,"19.394636,-99.282021"
2020-04-26,HOSPITAL ÁNGELES ACOXPA,PRIVADOS,Crítica,Media,"19.299431,-99.134953"
2020-04-26,HOSPITAL OBREGÓN,PRIVADOS,Buena,,"19.418468,-99.160702"
2020-04-26,HOSPITAL GENERAL XOCO,SEDESA,,,"19.360313,-99.162275"
2020-04-26,CLÍNICA HOSPITAL EMILIANO ZAPATA,SEDESA,,,"19.339225,-98.978282"
2020-04-26,HOSPITAL MATERNO PEDIÁTRICO XOCHIMILCO,SEDESA,,,"19.254376,-99.104643"
2020-04-26,HOSPITAL PEDIÁTRICO PERALVILLO,SEDESA,,,"19.45961,-99.141249"
2020-04-26,HOSPITAL PEDIÁTRICO IZTAPALAPA,SEDESA,,,"19.356711,-99.107652"
2020-04-27,INSTITUTO NACIONAL DE NUTRICIÓN,SSA,Media,Crítica,"19.289599,-99.155441"
2020-04-27,HOSPITAL GENERAL DR. MANUEL GEA GONZÁLEZ,SSA,Crítica,Crítica,"19.290295,-99.160861"
2020-04-27,BELISARIO DOMINGUEZ,SEDESA,Crítica,Media,"19.307226,-99.065356"
2020-04-27,ENRIQUE CABRERA,SEDESA,Buena,Media,"19.361675,-99.224432"
2020-04-27,GENERAL TLAHUAC,SEDESA,Media,Buena,"19.287492,-99.052665"
2020-04-27,PEDIATRICO DE LA VILLA,SEDESA,Buena,Buena,"19.487355,-99.114316"
2020-04-27,HOSPITAL DE ESPECIALIDADES 01 CMN SIGLO XXI (CDMX SUR),IMSS,Media,Buena,"19.466549,-99.145102"
2020-04-27,HOSPITAL DE PEDIATRIA 01 CMN SIGLO XXI (CDMX SUR),IMSS,Buena,Buena,"19.407531,-99.151986"
2020-04-27,HOSPITAL GENERAL DE ZONA 01 CARLOS MC GREGOR (CDMX SUR),IMSS,Media,Buena,"19.3696537,-99.1558374"
2020-04-27,HOSPITAL DE INFECTOLOGIA 01 LA RAZA (CDMX NORTE),IMSS,Media,Crítica,"19.464865,-99.144859"
2020-04-27,HOSPITAL GENERAL DE ZONA 30 (CDMX SUR),IMSS,Buena,Buena,"19.398836,-99.116913"
2020-04-27,HOSPITAL GENERAL DE ZONA 32 (CDMX SUR),IMSS,Buena,Buena,"19.307964,-99.130677"
2020-04-27,HOSPITAL GENERAL DE ZONA C/MF 08 (CDMX SUR),IMSS,Buena,Buena,"19.337137,-99.200142"
2020-04-27,HOSPITAL GENERAL DE ZONA C/UMAA 48 (CDMX NORTE),IMSS,Buena,Media,"19.482375,-99.213046"
2020-04-27,HOSPITAL GENERAL DE ZONA 197,IMSS,Media,Buena,"19.515133,-98.89145"
2020-04-27,HOSPITAL GENERAL DE ZONA 58 (LAS MARGARITAS),IMSS,Buena,Buena,"19.530797,-99.222446"
2020-04-27,HOSPITAL GENERAL DE ZONA 68 (TULPETLAC),IMSS,Buena,Buena,"19.57007,-99.044009"
2020-04-27,HOSPITAL GENERAL DE ZONA 71 (CHALCO),IMSS,Buena,Buena,"19.259803,-98.893368"
2020-04-27,HOSPITAL GENERAL DE ZONA 76 (XALOSTOC),IMSS,Media,Buena,"19.526677,-99.082058"
2020-04-27,HOSPITAL GENERAL DE ZONA 98 (COACALCO),IMSS,Buena,Buena,"19.638165,-99.098892"
2020-04-27,HG DARIO FERNANDEZ FIERRO,ISSSTE,Media,Media,"19.363602,-99.188608"
2020-04-27,HG DR FERNANDO QUIROZ,ISSSTE,Media,Buena,"19.394242,-99.194187"
2020-04-27,HG IGNACIO ZARAGOZA,ISSSTE,Crítica,Media,"19.389472,-99.045019"
2020-04-27,HR LIC. ADOLFO LÓPEZ MATEOS,ISSSTE,Buena,Buena,"19.358451,-99.172716"
2020-04-27,"HOSPITAL MILITAR DE ZONA, EL VERGEL",SEDENA,,,"19.312522,-99.082521"
2020-04-27,"CAMPO MIL. NO. 1-A,  6/O GRUPO DE MORTEROS",SEDENA,,,"19.449179,-99.232137"
2020-04-27,"8/O. REGIMIENTO MECANIZADO, ALMOLOYA DE JUÁREZ",SEDENA,,,"19.403838,-99.742294"
2020-04-27,CENTRO MÉDICO NAVAL,SEMAR,Crítica,Buena,"19.324032,-99.125233"
2020-04-27,ALTA ESPECIALIDAD DE ZUMPANGO,EDOMEX,Buena,Media,"19.815198,-99.089196"
2020-04-27,HOSPITAL REGIONAL TLALNEPANTLA ISSEMYM,EDOMEX,Media,Buena,"19.521706,-99.187341"
2020-04-27,MÉDICA SUR,PRIVADOS,Buena,Crítica,"19.31244,-99.22124"
2020-04-27,NUEVO SANATORIO DURANGO,PRIVADOS,Media,Media,"19.418658,-99.17126"
2020-04-27,CENTRO MÉDICO ABC CAMPUS SANTA FE,PRIVADOS,Buena,Buena,"19.356363,-99.282374"
2020-04-27,HOSPITAL SAN ÁNGEL INN CHAPULTEPEC,PRIVADOS,Buena,Crítica,"19.421896,-99.172987"
2020-04-27,CENTRO DE ATENCIÓN MÉDICA INTEGRAL (HOSPITAL CAMI),PRIVADOS,Buena,Buena,"19.424002,-99.10506"
2020-04-27,CENTRO MÉDICO QUIRÚRGICO ESCANDÓN,PRIVADOS,,,"19.402517,-99.172257"
2020-04-27,FUNDACIÓN HOSPITAL NUESTRA SEÑORA DE LA LUZ,PRIVADOS,,,"19.434591,-99.157036"
2020-04-27,HMG HOSPITAL COYOACÁN,PRIVADOS,Buena,Buena,"19.32699,-99.144988"
2020-04-27,HOSPITAL ÁNGELES CLÍNICA LONDRES,PRIVADOS,Buena,Crítica,"19.421693,-99.156934"
2020-04-27,HOSPITAL ÁNGELES LINDAVISTA,PRIVADOS,Buena,Crítica,"19.486673,-99.129583"
2020-04-27,HOSPITAL ÁNGELES MÉXICO,PRIVADOS,Media,Media,"19.400075,-99.172655"
2020-04-27,HOSPITAL OBREGÓN,PRIVADOS,Buena,,"19.418468,-99.160702"
2020-04-27,HOSPITAL GENERAL DR. RUBÉN LEÑERO,SEDESA,,,"19.451398,-99.169565"
2020-04-27,HOSPITAL GENERAL BALBUENA,SEDESA,,,"19.424195,-99.115412"
2020-04-27,HOSPITAL GENERAL XOCO,SEDESA,,,"19.360313,-99.162275"
2020-04-27,HOSPITAL GENERAL TICOMAN,SEDESA,,,"19.514444,-99.137778"
2020-04-27,HOSPITAL PEDIÁTRICO AZCAPOTZALCO,SEDESA,,,"19.484418,-99.185442"
2020-04-27,HOSPITAL MATERNO INFANTIL MAGDALENA CONTRERAS,SEDESA,,,"19.319364,-99.239095"
2020-04-27,HOSPITAL PEDIÁTRICO LEGARIA,SEDESA,,,"19.450699,-99.203637"
2020-04-27,HOSPITAL GENERAL AJUSCO MEDIO,SEDESA,,,"19.272165,-99.207846"
2020-04-27,HOSPITAL PEDIÁTRICO TACUBAYA,SEDESA,,,"19.402594,-99.19099"
2020-04-27,HOSPITAL MATERNO INFANTIL TLÁHUAC,SEDESA,,,"19.265167,-98.998"
2020-04-27,HOSPITAL PEDIÁTRICO PERALVILLO,SEDESA,,,"19.45961,-99.141249"
2020-04-27,HOSPITAL PEDIÁTRICO IZTAPALAPA,SEDESA,,,"19.356711,-99.107652"
2020-04-28,PEDIATRICO DE LA VILLA,SEDESA,Buena,Buena,"19.487355,-99.114316"
2020-04-28,HOSPITAL DE INFECTOLOGIA 01 LA RAZA (CDMX NORTE),IMSS,Media,Crítica,"19.464865,-99.144859"
2020-04-28,HOSPITAL GENERAL 01 (CDMX NORTE) LA RAZA,IMSS,Buena,Buena,"19.39574,-99.161677"
2020-04-28,HOSPITAL GENERAL DE ZONA 24 (CDMX NORTE),IMSS,Buena,Buena,"19.483221,-99.128448"
2020-04-28,HOSPITAL GENERAL DE ZONA 2A (CDMX SUR),IMSS,Buena,Buena,"19.405495,-99.1122"
2020-04-28,HOSPITAL GENERAL DE ZONA 57 (LA QUEBRADA),IMSS,Buena,Buena,"19.597387,-99.188426"
2020-04-28,HOSPITAL GENERAL DE ZONA 68 (TULPETLAC),IMSS,Buena,Buena,"19.57007,-99.044009"
2020-04-28,HR LIC. ADOLFO LÓPEZ MATEOS,ISSSTE,Media,Media,"19.358451,-99.172716"
2020-04-28,H.G.TOLUCA,ISSSTE,Buena,Buena,"19.256918,-99.635872"
2020-04-28,HOSPITAL CENTRAL MILITAR,SEDENA,,,"19.437367,-99.216057"
2020-04-28,"HOSPITAL MILITAR DE ZONA, EL VERGEL",SEDENA,,,"19.312522,-99.082521"
2020-04-28,22/O. BATALLÓN DE POLICÍA MILITAR,SEDENA,,,"19.405526,-99.135839"
2020-04-28,81/O. BATALLÓN DE INFANTERÍA Y ESCUELA MILITAR DE INFANTERÍA,SEDENA,,,"19.264736,-99.152936"
2020-04-28,CENTRO MÉDICO NAVAL,SEMAR,Crítica,Crítica,"19.324032,-99.125233"
2020-04-28,HOSPITAL CENTRAL SUR DE ALTA ESPECIALIDAD,PEMEX,Buena,Buena,"19.308751,-99.218739"
2020-04-28,HOSPITAL PARA EL NIÑO IMIEM,EDOMEX,Buena,Buena,"19.272014,-99.660919"
2020-04-28,"HOSPITAL GENERAL ECATEPEC ""LAS AMÉRICAS""",EDOMEX,Crítica,Buena,"19.594136,-99.018679"
2020-04-28,HOSPITAL ÁNGELES PEDREGAL,PRIVADOS,Crítica,Crítica,"19.31244,-99.22124"
2020-04-28,HOSPITAL SAN ÁNGEL INN PATRIOTISMO,PRIVADOS,Buena,Buena,"19.376412,-99.186388"
2020-04-28,HOSPITAL SAN ÁNGEL INN SUR,PRIVADOS,Buena,Buena,"19.340277,-99.200021"
2020-04-28,HOSPITAL ÁNGELES LOMAS,PRIVADOS,Crítica,,"19.394636,-99.282021"
2020-04-28,HOSPITAL ÁNGELES CLÍNICA LONDRES,PRIVADOS,Buena,Crítica,"19.421693,-99.156934"
2020-04-28,HOSPITAL ÁNGELES METROPOLITANO,PRIVADOS,Buena,Media,"19.407125,-99.167048"
2020-04-28,CLÍNICA HOSPITAL EMILIANO ZAPATA,SEDESA,,,"19.339225,-98.978282"
2020-04-28,HOSPITAL GENERAL TICOMAN,SEDESA,,,"19.514444,-99.137778"
2020-04-28,HOSPITAL PEDIÁTRICO AZCAPOTZALCO,SEDESA,,,"19.484418,-99.185442"
2020-04-28,HOSPITAL MATERNO INFANTIL TOPILEJO,SEDESA,,,"19.199206,-99.140064"
2020-04-28,HOSPITAL MATERNO INFANTIL MAGDALENA CONTRERAS,SEDESA,,,"19.319364,-99.239095"
2020-04-28,HOSPITAL MATERNO INFANTIL CUAUTEPEC,SEDESA,,,"19.539787,-99.140977"
2020-04-28,HOSPITAL PEDIÁTRICO IZTAPALAPA,SEDESA,,,"19.356711,-99.107652"
2020-04-29,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE IXTAPALUCA,SSA,Media,Media,"19.318796,-98.855353"
2020-04-29,PEDIATRICO DE LA VILLA,SEDESA,Buena,Media,"19.487355,-99.114316"
2020-04-29,HOSPITAL GENERAL DE ZONA C/MF 08 (CDMX SUR),IMSS,Buena,Buena,"19.337137,-99.200142"
2020-04-29,HOSPITAL DE ESPECIALIDADES 01 (CDMX NORTE) LA RAZA (AZC),IMSS,Buena,Buena,"19.467169,-99.143785"
2020-04-29,HOSPITAL GENERAL REGIONAL 196,IMSS,Media,Media,"19.529016,-99.030983"
2020-04-29,HOSPITAL GENERAL DE ZONA 53,IMSS,Buena,Buena,"19.356913,-98.990929"
2020-04-29,HOSPITAL GENERAL DE ZONA 57 (LA QUEBRADA),IMSS,Buena,Buena,"19.597387,-99.188426"
2020-04-29,HOSPITAL GENERAL DE ZONA 58 (LAS MARGARITAS),IMSS,Buena,Buena,"19.530797,-99.222446"
2020-04-29,HG DR FERNANDO QUIROZ,ISSSTE,Media,Buena,"19.394242,-99.194187"
2020-04-29,HR PRIMERO DE OCTUBRE,ISSSTE,Crítica,Media,"19.486751,-99.133249"
2020-04-29,HR BICENTENARIO DE LA INDEPENDENCIA,ISSSTE,Crítica,Buena,"19.628814,-99.163343"
2020-04-29,H.G.TOLUCA,ISSSTE,Crítica,Crítica,"19.256918,-99.635872"
2020-04-29,HOSPITAL CENTRAL MILITAR,SEDENA,Buena,Buena,"19.437367,-99.216057"
2020-04-29,"CAMPO MIL. NO. 1-A,  6/O GRUPO DE MORTEROS",SEDENA,,,"19.449179,-99.232137"
2020-04-29,22/O. BATALLÓN DE POLICÍA MILITAR,SEDENA,,,"19.405526,-99.135839"
2020-04-29,"CAMPO MIL. NO. 37-B.     HOSPITAL MILITAR DE ZONA, TEMAMATLA",SEDENA,,,"19.188076,-98.870108"
2020-04-29,"HOSPITAL MILITAR DE ZONA, SANTA MARÍA RAYÓN",SEDENA,,,"19.137953,-99.594466"
2020-04-29,"8/O. REGIMIENTO MECANIZADO, ALMOLOYA DE JUÁREZ",SEDENA,,,"19.403838,-99.742294"
2020-04-29,HOSPITAL CENTRAL SUR DE ALTA ESPECIALIDAD,PEMEX,Crítica,Crítica,"19.308751,-99.218739"
2020-04-29,CENTRO MÉDICO TOLUCA ISSEMYM,EDOMEX,Media,Buena,"19.286062,-99.585976"
2020-04-29,CENTRO MÉDICO ADOLFO LÓPEZ MATEOS,EDOMEX,Buena,Buena,"19.320789,-99.633339"
2020-04-29,NUEVO SANATORIO DURANGO,PRIVADOS,Buena,Crítica,"19.418658,-99.17126"
2020-04-29,HOSPITAL ÁNGELES SANTA MÓNICA,PRIVADOS,Buena,Buena,"19.434256,-99.191809"
2020-04-29,HOSPITAL SAN ÁNGEL INN CHAPULTEPEC,PRIVADOS,Buena,Buena,"19.421896,-99.172987"
2020-04-29,CENTRO DE ATENCIÓN MÉDICA INTEGRAL (HOSPITAL CAMI),PRIVADOS,Media,Buena,"19.424002,-99.10506"
2020-04-29,CENTRO MÉDICO DALINDE,PRIVADOS,Crítica,Buena,"19.40526,-99.168017"
2020-04-29,FUNDACIÓN HOSPITAL NUESTRA SEÑORA DE LA LUZ,PRIVADOS,,,"19.434591,-99.157036"
2020-04-29,HOSPITAL DE COS,PRIVADOS,Media,Buena,"19.41604,-99.162523"
2020-04-29,HOSPITAL ÁNGELES CLÍNICA LONDRES,PRIVADOS,,,"19.421693,-99.156934"
2020-04-29,HOSPITAL GENERAL MILPA ALTA,SEDESA,,Crítica,"19.200951,-99.01121"
2020-04-29,HOSPITAL GENERAL DR. RUBÉN LEÑERO,SEDESA,,,"19.451398,-99.169565"
2020-04-29,HOSPITAL PEDIÁTRICO AZCAPOTZALCO,SEDESA,,,"19.484418,-99.185442"
2020-04-29,HOSPITAL PEDIÁTRICO LEGARIA,SEDESA,,,"19.450699,-99.203637"
2020-04-29,HOSPITAL GENERAL AJUSCO MEDIO,SEDESA,,,"19.272165,-99.207846"
2020-04-29,HOSPITAL MATERNO PEDIÁTRICO XOCHIMILCO,SEDESA,,,"19.254376,-99.104643"
2020-04-29,HOSPITAL MATERNO INFANTIL CUAUTEPEC,SEDESA,,,"19.539787,-99.140977"
2020-04-29,HOSPITAL MATERNO INFANTIL TLÁHUAC,SEDESA,,,"19.265167,-98.998"
2020-04-29,HOSPITAL GENERAL GREGORIO SALAS,SEDESA,,,"19.437705,-99.129572"
2020-04-29,HOSPITAL GENERAL IZTAPALAPA,SEDESA,,,"19.343426,-99.027236"
2020-04-30,INSTITUTO NACIONAL DE NUTRICIÓN,SSA,Media,Crítica,"19.289599,-99.155441"
2020-04-30,INER,SSA,Buena,Crítica,"19.291375,-99.158653"
2020-04-30,HOSPITAL GENERAL 01 (CDMX NORTE) LA RAZA,IMSS,Media,Crítica,"19.39574,-99.161677"
2020-04-30,HOSPITAL GENERAL DE ZONA 2A (CDMX SUR),IMSS,Media,Buena,"19.405495,-99.1122"
2020-04-30,HOSPITAL GENERAL DE ZONA 32 (CDMX SUR),IMSS,Buena,Buena,"19.307964,-99.130677"
2020-04-30,HOSPITAL GENERAL DE ZONA C/MF 08 (CDMX SUR),IMSS,Buena,Buena,"19.337137,-99.200142"
2020-04-30,HOSPITAL GENERAL 02 (CDMX SUR) VILLA COAPA (COY.),IMSS,Buena,Media,"19.309194,-99.129593"
2020-04-30,HOSPITAL GENERAL REGIONAL 196,IMSS,Media,Media,"19.529016,-99.030983"
2020-04-30,HOSPITAL GENERAL DE ZONA 53,IMSS,Media,Buena,"19.356913,-98.990929"
2020-04-30,HOSPITAL GENERAL DE ZONA 76 (XALOSTOC),IMSS,Buena,Buena,"19.526677,-99.082058"
2020-04-30,CENTRO MEDICO 20 DE NOVIEMBRE,ISSSTE,Buena,Buena,"19.37272,-99.171205"
2020-04-30,HG DARIO FERNANDEZ FIERRO,ISSSTE,Media,Crítica,"19.363602,-99.188608"
2020-04-30,HG TACUBA,ISSSTE,Crítica,Media,"19.454384,-99.191231"
2020-04-30,HG DR FERNANDO QUIROZ,ISSSTE,Media,Buena,"19.394242,-99.194187"
2020-04-30,HG IGNACIO ZARAGOZA,ISSSTE,Crítica,Buena,"19.389472,-99.045019"
2020-04-30,HR BICENTENARIO DE LA INDEPENDENCIA,ISSSTE,Crítica,Buena,"19.628814,-99.163343"
2020-04-30,"CAMPO MIL. NO. 1-A,  6/O GRUPO DE MORTEROS",SEDENA,,,"19.449179,-99.232137"
2020-04-30,HOSPITAL CENTRAL NORTE,PEMEX,Buena,Buena,"19.479895,-99.20088"
2020-04-30,CENTRO MÉDICO ADOLFO LÓPEZ MATEOS,EDOMEX,Buena,Buena,"19.320789,-99.633339"
2020-04-30,"HOSPITAL GENERAL ECATEPEC ""LAS AMÉRICAS""",EDOMEX,Media,Media,"19.594136,-99.018679"
2020-04-30,HOSPITAL SAN ÁNGEL INN UNIVERSIDAD,PRIVADOS,Buena,Buena,"19.358908,-99.167569"
2020-04-30,CENTRO DE ATENCIÓN MÉDICA INTEGRAL (HOSPITAL CAMI),PRIVADOS,Media,Buena,"19.424002,-99.10506"
2020-04-30,CENTRO MÉDICO DALINDE,PRIVADOS,Crítica,Buena,"19.40526,-99.168017"
2020-04-30,CENTRO MÉDICO QUIRÚRGICO ESCANDÓN,PRIVADOS,Media,Media,"19.402517,-99.172257"
2020-04-30,HMG HOSPITAL COYOACÁN,PRIVADOS,,,"19.32699,-99.144988"
2020-04-30,HOSPITAL ÁNGELES LOMAS,PRIVADOS,Media,Buena,"19.394636,-99.282021"
2020-04-30,HOSPITAL DE ESPECIALIDADES MIG,PRIVADOS,Buena,Crítica,"19.491579,-99.126636"
2020-04-30,HOSPITAL DIOMED,PRIVADOS,Media,Crítica,"19.401376,-99.205282"
2020-04-30,HOSPITAL OBREGÓN,PRIVADOS,Crítica,Crítica,"19.418468,-99.160702"
2020-04-30,HOSPITAL GENERAL MILPA ALTA,SEDESA,,Crítica,"19.200951,-99.01121"
2020-04-30,HOSPITAL GENERAL DR. RUBÉN LEÑERO,SEDESA,,,"19.451398,-99.169565"
2020-04-30,HOSPITAL GENERAL BALBUENA,SEDESA,,,"19.424195,-99.115412"
2020-04-30,HOSPITAL GENERAL VILLA,SEDESA,,,"19.480079,-99.103353"
2020-04-30,HOSPITAL GENERAL AJUSCO MEDIO,SEDESA,,,"19.272165,-99.207846"
2020-04-30,HOSPITAL TORRE MÉDICA TEPEPAN,SEDESA,,,"19.275556,-99.144313"
2020-04-30,HOSPITAL PEDIÁTRICO PERALVILLO,SEDESA,,,"19.45961,-99.141249"
2020-04-30,HOSPITAL GENERAL GREGORIO SALAS,SEDESA,,,"19.437705,-99.129572"
2020-04-30,HOSPITAL GENERAL IZTAPALAPA,SEDESA,,,"19.343426,-99.027236"
2020-05-01,INSTITUTO NACIONAL DE NUTRICIÓN,SSA,Media,Crítica,"19.289599,-99.155441"
2020-05-01,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE IXTAPALUCA,SSA,Media,Media,"19.318796,-98.855353"
2020-05-01,HOSPITAL INFANTIL DE MÉXICO FEDERICO GÓMEZ,SSA,Buena,Buena,"19.410839,-99.151941"
2020-05-01,HOSPITAL DE INFECTOLOGIA 01 LA RAZA (CDMX NORTE),IMSS,Buena,Buena,"19.464865,-99.144859"
2020-05-01,HOSPITAL GENERAL DE ZONA 27 (CDMX NORTE),IMSS,Buena,Buena,"19.454776,-99.140007"
2020-05-01,HOSPITAL GENERAL DE ZONA C/MF 08 (CDMX SUR),IMSS,Buena,Buena,"19.337137,-99.200142"
